2000-01-03 | Bull | 102.9 / 3.4% | HEAD 3% | TAIL 33% | B/ATR nan
2010-02-25 | Bull | 24.52 / 1.3% | HEAD 10% | TAIL 65% | B/ATR 0.5
2010-02-26 | Bear | 24.38 / -0.3% | HEAD 229% | TAIL 218% | B/ATR 0.1
2010-03-01 | Bull | 24.63 / 0.4% | HEAD 295% | TAIL 60% | B/ATR 0.2
2010-03-02 | Bear | 24.48 / -0.2% | HEAD 633% | TAIL 383% | B/ATR 0.1
2010-03-03 | Bear | 24.4 / -0.7% | HEAD 129% | TAIL 29% | B/ATR 0.3
2010-03-04 | Bull | 24.67 / 1.1% | HEAD 30% | TAIL 89% | B/ATR 0.4
2010-03-05 | Bull | 24.97 / 0.7% | HEAD 71% | TAIL 113% | B/ATR 0.3
2010-03-08 | Bear | 24.69 / -1.6% | HEAD 0% | TAIL 35% | B/ATR 0.6
2010-03-09 | Bear | 24.19 / -0.4% | HEAD 200% | TAIL 320% | B/ATR 0.2
2010-03-10 | Bull | 24.59 / 1.7% | HEAD 23% | TAIL 5% | B/ATR 0.6
2010-03-11 | Bear | 24.07 / -1.3% | HEAD 6% | TAIL 87% | B/ATR 0.5
2010-03-12 | Bear | 24.0 / -0.4% | HEAD 140% | TAIL 100% | B/ATR 0.2
2010-03-15 | Bull | 23.94 / 0.1% | HEAD 167% | TAIL 700% | B/ATR 0.0
2010-03-16 | Bull | 24.68 / 2.8% | HEAD 10% | TAIL 7% | B/ATR 1.0
2010-03-17 | Bull | 24.91 / 1.4% | HEAD 26% | TAIL 0% | B/ATR 0.5
2010-03-18 | Bear | 24.72 / -0.7% | HEAD 65% | TAIL 100% | B/ATR 0.3
2010-03-19 | Bear | 24.36 / -1.5% | HEAD 3% | TAIL 64% | B/ATR 0.6
2010-03-22 | Bull | 24.73 / 2.1% | HEAD 4% | TAIL 10% | B/ATR 0.8
2010-03-23 | Bull | 25.45 / 2.6% | HEAD 5% | TAIL 11% | B/ATR 1.0
2010-03-24 | Bear | 24.79 / -2.1% | HEAD 4% | TAIL 13% | B/ATR 0.8
2010-03-25 | Bear | 24.79 / -1.5% | HEAD 16% | TAIL 3% | B/ATR 0.6
2010-03-26 | Bear | 24.75 / -0.6% | HEAD 75% | TAIL 150% | B/ATR 0.3
2010-03-29 | Bear | 24.73 / -0.5% | HEAD 162% | TAIL 85% | B/ATR 0.2
2010-03-30 | Bear | 24.61 / -0.5% | HEAD 133% | TAIL 92% | B/ATR 0.2
2010-03-31 | Bear | 24.47 / -0.4% | HEAD 175% | TAIL 82% | B/ATR 0.2
2010-04-01 | Bear | 24.63 / -0.0% | HEAD 3600% | TAIL 1900% | B/ATR 0.0
2010-04-05 | Bull | 25.39 / 2.7% | HEAD 17% | TAIL 11% | B/ATR 1.0
2010-04-06 | Bear | 25.05 / -0.8% | HEAD 32% | TAIL 63% | B/ATR 0.3
2010-04-07 | Bull | 25.32 / 0.8% | HEAD 38% | TAIL 105% | B/ATR 0.3
2010-04-08 | Bear | 24.72 / -1.6% | HEAD 50% | TAIL 0% | B/ATR 0.6
2010-04-09 | Bull | 24.94 / 0.3% | HEAD 43% | TAIL 357% | B/ATR 0.1
2010-04-12 | Bull | 25.69 / 1.7% | HEAD 67% | TAIL 5% | B/ATR 0.7
2010-04-13 | Bull | 25.87 / 0.9% | HEAD 54% | TAIL 21% | B/ATR 0.4
2010-04-14 | Bull | 26.9 / 1.9% | HEAD 2% | TAIL 6% | B/ATR 0.8
2010-04-15 | Bull | 26.99 / 0.4% | HEAD 8% | TAIL 225% | B/ATR 0.2
2010-04-16 | Bear | 26.58 / -0.6% | HEAD 53% | TAIL 153% | B/ATR 0.2
2010-04-19 | Bear | 26.43 / -0.2% | HEAD 525% | TAIL 1300% | B/ATR 0.1
2010-04-20 | Bull | 26.65 / 0.2% | HEAD 380% | TAIL 400% | B/ATR 0.1
2010-04-21 | Bear | 26.42 / -1.2% | HEAD 50% | TAIL 113% | B/ATR 0.5
2010-04-22 | Bull | 26.5 / 2.1% | HEAD 18% | TAIL 100% | B/ATR 0.9
2010-04-23 | Bull | 26.67 / 0.8% | HEAD 40% | TAIL 220% | B/ATR 0.3
2010-04-26 | Bull | 27.16 / 1.1% | HEAD 63% | TAIL 23% | B/ATR 0.5
2010-04-27 | Bull | 27.16 / 0.0% | HEAD 0% | TAIL 0% | B/ATR 0.0
2010-04-28 | Bear | 26.4 / -1.3% | HEAD 3% | TAIL 89% | B/ATR 0.6
2010-04-29 | Bull | 27.01 / 1.4% | HEAD 11% | TAIL 73% | B/ATR 0.6
2010-04-30 | Bear | 26.01 / -3.3% | HEAD 4% | TAIL 0% | B/ATR 1.4
2010-05-03 | Bull | 26.45 / 0.8% | HEAD 123% | TAIL 59% | B/ATR 0.4
2010-05-04 | Bear | 25.74 / -1.7% | HEAD 9% | TAIL 68% | B/ATR 0.7
2010-05-05 | Bull | 25.87 / 1.3% | HEAD 91% | TAIL 100% | B/ATR 0.5
2010-05-06 | Bear | 25.07 / -2.8% | HEAD 48% | TAIL 223% | B/ATR 1.1
2010-05-07 | Bear | 24.74 / -0.7% | HEAD 212% | TAIL 459% | B/ATR 0.3
2010-05-10 | Bull | 25.82 / 0.5% | HEAD 129% | TAIL 164% | B/ATR 0.2
2010-05-11 | Bull | 25.65 / 0.6% | HEAD 333% | TAIL 167% | B/ATR 0.2
2010-05-12 | Bull | 26.1 / 1.1% | HEAD 17% | TAIL 48% | B/ATR 0.5
2010-05-13 | Bear | 25.49 / -1.9% | HEAD 22% | TAIL 16% | B/ATR 0.8
2010-05-14 | Bear | 24.88 / -1.5% | HEAD 23% | TAIL 97% | B/ATR 0.6
2010-05-17 | Bull | 25.42 / 1.9% | HEAD 17% | TAIL 62% | B/ATR 0.7
2010-05-18 | Bear | 24.54 / -4.1% | HEAD 6% | TAIL 14% | B/ATR 1.6
2010-05-19 | Bull | 24.65 / 0.9% | HEAD 100% | TAIL 150% | B/ATR 0.3
2010-05-20 | Bull | 24.26 / 0.5% | HEAD 367% | TAIL 200% | B/ATR 0.2
2010-05-21 | Bull | 24.57 / 2.8% | HEAD 40% | TAIL 43% | B/ATR 1.0
2010-05-24 | Bear | 24.24 / -0.9% | HEAD 71% | TAIL 43% | B/ATR 0.3
2010-05-25 | Bull | 24.4 / 3.3% | HEAD 5% | TAIL 22% | B/ATR 1.2
2010-05-26 | Bear | 24.14 / -1.6% | HEAD 70% | TAIL 25% | B/ATR 0.6
2010-05-27 | Bull | 24.85 / 1.4% | HEAD 6% | TAIL 15% | B/ATR 0.5
2010-05-28 | Bear | 24.42 / -1.4% | HEAD 37% | TAIL 63% | B/ATR 0.5
2010-06-01 | Bull | 24.35 / 0.3% | HEAD 729% | TAIL 14% | B/ATR 0.1
2010-06-02 | Bull | 24.76 / 1.0% | HEAD 8% | TAIL 117% | B/ATR 0.4
2010-06-03 | Bull | 25.04 / 0.9% | HEAD 61% | TAIL 72% | B/ATR 0.3
2010-06-04 | Bear | 24.1775 / -2.0% | HEAD 60% | TAIL 22% | B/ATR 0.7
2010-06-07 | Bear | 23.67 / -2.7% | HEAD 37% | TAIL 10% | B/ATR 0.9
2010-06-08 | Bear | 23.88 / -0.5% | HEAD 9% | TAIL 718% | B/ATR 0.2
2010-06-09 | Bear | 23.74 / -2.3% | HEAD 43% | TAIL 18% | B/ATR 0.8
2010-06-10 | Bull | 24.53 / 1.4% | HEAD 12% | TAIL 48% | B/ATR 0.5
2010-06-11 | Bull | 24.45 / 0.7% | HEAD 78% | TAIL 67% | B/ATR 0.3
2010-06-14 | Bear | 24.57 / -0.7% | HEAD 88% | TAIL 38% | B/ATR 0.2
2010-06-15 | Bull | 25.7 / 3.8% | HEAD 6% | TAIL 23% | B/ATR 1.4
2010-06-16 | Bull | 25.42 / 0.4% | HEAD 200% | TAIL 256% | B/ATR 0.1
2010-06-17 | Bear | 25.53 / -0.6% | HEAD 0% | TAIL 200% | B/ATR 0.2
2010-06-18 | Bear | 25.45 / -0.2% | HEAD 300% | TAIL 300% | B/ATR 0.1
2010-06-21 | Bear | 25.25 / -2.0% | HEAD 18% | TAIL 27% | B/ATR 0.7
2010-06-22 | Bear | 24.75 / -2.3% | HEAD 41% | TAIL 10% | B/ATR 0.8
2010-06-23 | Bear | 24.78 / -0.4% | HEAD 220% | TAIL 310% | B/ATR 0.1
2010-06-24 | Bear | 24.28 / -1.3% | HEAD 47% | TAIL 34% | B/ATR 0.5
2010-06-25 | Bear | 24.04 / -0.7% | HEAD 117% | TAIL 100% | B/ATR 0.3
2010-06-28 | Bull | 24.36 / 0.8% | HEAD 71% | TAIL 70% | B/ATR 0.3
2010-06-29 | Bear | 23.89 / -0.7% | HEAD 25% | TAIL 131% | B/ATR 0.2
2010-06-30 | Bear | 23.28 / -3.0% | HEAD 8% | TAIL 17% | B/ATR 1.0
2010-07-01 | Bear | 23.17 / -0.2% | HEAD 650% | TAIL 1300% | B/ATR 0.1
2010-07-02 | Bear | 23.11 / -0.8% | HEAD 47% | TAIL 211% | B/ATR 0.3
2010-07-06 | Bear | 23.12 / -1.1% | HEAD 68% | TAIL 74% | B/ATR 0.4
2010-07-07 | Bull | 24.25 / 4.5% | HEAD 2% | TAIL 5% | B/ATR 1.5
2010-07-08 | Bear | 24.22 / -0.8% | HEAD 25% | TAIL 180% | B/ATR 0.3
2010-07-09 | Bull | 24.48 / 0.4% | HEAD 30% | TAIL 210% | B/ATR 0.1
2010-07-12 | Bull | 24.75 / 1.6% | HEAD 13% | TAIL 0% | B/ATR 0.5
2010-07-13 | Bull | 25.39 / 1.2% | HEAD 48% | TAIL 42% | B/ATR 0.4
2010-07-14 | Bear | 25.09 / -1.9% | HEAD 45% | TAIL 27% | B/ATR 0.7
2010-07-15 | Bull | 25.4 / 1.3% | HEAD 15% | TAIL 97% | B/ATR 0.5
2010-07-16 | Bear | 24.77 / -1.7% | HEAD 53% | TAIL 9% | B/ATR 0.6
2010-07-19 | Bull | 25.55 / 2.7% | HEAD 4% | TAIL 0% | B/ATR 1.0
2010-07-20 | Bull | 24.77 / 2.5% | HEAD 20% | TAIL 25% | B/ATR 0.9
2010-07-21 | Bear | 24.5 / -1.1% | HEAD 56% | TAIL 37% | B/ATR 0.4
2010-07-22 | Bull | 25.29 / 2.5% | HEAD 21% | TAIL 3% | B/ATR 0.9
2010-07-23 | Bull | 25.38 / 0.5% | HEAD 62% | TAIL 192% | B/ATR 0.2
2010-07-26 | Bull | 25.66 / 1.5% | HEAD 0% | TAIL 50% | B/ATR 0.5
2010-07-27 | Bear | 25.58 / -0.8% | HEAD 62% | TAIL 52% | B/ATR 0.3
2010-07-28 | Bear | 25.22 / -0.8% | HEAD 100% | TAIL 60% | B/ATR 0.3
2010-07-29 | Bear | 24.88 / -1.9% | HEAD 11% | TAIL 51% | B/ATR 0.7
2010-07-30 | Bull | 24.69 / 0.4% | HEAD 190% | TAIL 340% | B/ATR 0.1
2010-08-02 | Bull | 25.11 / 1.9% | HEAD 26% | TAIL 52% | B/ATR 0.6
2010-08-03 | Bear | 24.81 / -1.0% | HEAD 12% | TAIL 42% | B/ATR 0.4
2010-08-04 | Bull | 25.18 / 1.5% | HEAD 19% | TAIL 56% | B/ATR 0.5
2010-08-05 | Bull | 25.4 / 1.3% | HEAD 39% | TAIL 52% | B/ATR 0.5
2010-08-06 | Bull | 25.46 / 1.0% | HEAD 54% | TAIL 54% | B/ATR 0.4
2010-08-09 | Bull | 25.7 / 0.6% | HEAD 100% | TAIL 133% | B/ATR 0.2
2010-08-10 | Bear | 25.35 / -0.1% | HEAD 533% | TAIL 1267% | B/ATR 0.0
2010-08-11 | Bear | 24.97 / -0.2% | HEAD 325% | TAIL 275% | B/ATR 0.1
2010-08-12 | Bull | 24.41 / 0.5% | HEAD 509% | TAIL 73% | B/ATR 0.2
2010-08-13 | Bear | 24.28 / -0.3% | HEAD 413% | TAIL 50% | B/ATR 0.1
2010-08-16 | Bull | 24.53 / 1.4% | HEAD 17% | TAIL 43% | B/ATR 0.5
2010-08-17 | Bear | 24.7 / -0.4% | HEAD 89% | TAIL 56% | B/ATR 0.1
2010-08-18 | Bull | 24.91 / 0.6% | HEAD 144% | TAIL 131% | B/ATR 0.2
2010-08-19 | Bear | 24.53 / -1.3% | HEAD 62% | TAIL 25% | B/ATR 0.5
2010-08-20 | Bull | 24.7 / 1.1% | HEAD 65% | TAIL 0% | B/ATR 0.4
2010-08-23 | Bear | 24.37 / -1.6% | HEAD 26% | TAIL 3% | B/ATR 0.6
2010-08-24 | Bull | 24.27 / 0.6% | HEAD 207% | TAIL 60% | B/ATR 0.2
2010-08-25 | Bull | 24.31 / 1.0% | HEAD 40% | TAIL 88% | B/ATR 0.3
2010-08-26 | Bear | 23.83 / -2.0% | HEAD 6% | TAIL 17% | B/ATR 0.7
2010-08-27 | Bull | 24.15 / 0.9% | HEAD 33% | TAIL 286% | B/ATR 0.3
2010-08-30 | Bear | 23.25 / -2.2% | HEAD 25% | TAIL 0% | B/ATR 0.7
2010-08-31 | Bear | 23.02 / -0.8% | HEAD 200% | TAIL 37% | B/ATR 0.3
2010-09-01 | Bull | 23.75 / 1.7% | HEAD 28% | TAIL 51% | B/ATR 0.6
2010-09-02 | Bull | 24.04 / 1.2% | HEAD 29% | TAIL 18% | B/ATR 0.4
2010-09-03 | Bull | 24.33 / 0.2% | HEAD 267% | TAIL 550% | B/ATR 0.1
2010-09-07 | Bear | 23.62 / -1.9% | HEAD 11% | TAIL 16% | B/ATR 0.6
2010-09-08 | Bull | 23.68 / 0.3% | HEAD 129% | TAIL 371% | B/ATR 0.1
2010-09-09 | Bear | 23.84 / -0.4% | HEAD 256% | TAIL 144% | B/ATR 0.1
2010-09-10 | Bull | 23.7 / 0.6% | HEAD 146% | TAIL 238% | B/ATR 0.2
2010-09-13 | Bull | 24.46 / 1.9% | HEAD 7% | TAIL 7% | B/ATR 0.7
2010-09-14 | Bull | 24.69 / 1.3% | HEAD 75% | TAIL 81% | B/ATR 0.5
2010-09-15 | Bull | 24.67 / 0.7% | HEAD 24% | TAIL 141% | B/ATR 0.2
2010-09-16 | Bull | 24.98 / 1.1% | HEAD 4% | TAIL 89% | B/ATR 0.4
2010-09-17 | Bull | 25.72 / 0.5% | HEAD 100% | TAIL 269% | B/ATR 0.2
2010-09-20 | Bull | 25.86 / 0.6% | HEAD 44% | TAIL 300% | B/ATR 0.2
2010-09-21 | Bear | 25.8 / -0.3% | HEAD 250% | TAIL 238% | B/ATR 0.1
2010-09-22 | Bear | 25.44 / -0.7% | HEAD 212% | TAIL 71% | B/ATR 0.2
2010-09-23 | Bull | 25.77 / 1.6% | HEAD 117% | TAIL 59% | B/ATR 0.6
2010-09-24 | Bull | 26.93 / 3.3% | HEAD 1% | TAIL 0% | B/ATR 1.2
2010-09-27 | Bear | 26.68 / -0.6% | HEAD 88% | TAIL 12% | B/ATR 0.2
2010-09-28 | Bull | 27.06 / 1.6% | HEAD 26% | TAIL 48% | B/ATR 0.6
2010-09-29 | Bear | 26.84 / -0.3% | HEAD 243% | TAIL 171% | B/ATR 0.1
2010-09-30 | Bull | 27.14 / 0.9% | HEAD 104% | TAIL 60% | B/ATR 0.4
2010-10-01 | Bear | 27.25 / -0.2% | HEAD 492% | TAIL 550% | B/ATR 0.1
2010-10-04 | Bull | 27.21 / 0.0% | HEAD 3700% | TAIL 1900% | B/ATR 0.0
2010-10-05 | Bull | 28.3275 / 3.2% | HEAD 19% | TAIL 3% | B/ATR 1.3
2010-10-06 | Bull | 28.31 / 0.3% | HEAD 313% | TAIL 463% | B/ATR 0.1
2010-10-07 | Bear | 28.14 / -0.8% | HEAD 8% | TAIL 117% | B/ATR 0.4
2010-10-08 | Bull | 28.73 / 2.2% | HEAD 21% | TAIL 52% | B/ATR 0.9
2010-10-11 | Bull | 28.77 / 0.0% | HEAD 2100% | TAIL 1600% | B/ATR 0.0
2010-10-12 | Bull | 28.68 / 0.2% | HEAD 283% | TAIL 483% | B/ATR 0.1
2010-10-13 | Bear | 28.12 / -0.8% | HEAD 43% | TAIL 39% | B/ATR 0.3
2010-10-14 | Bull | 28.31 / 0.5% | HEAD 164% | TAIL 171% | B/ATR 0.2
2010-10-15 | Bull | 28.72 / 0.8% | HEAD 39% | TAIL 113% | B/ATR 0.3
2010-10-18 | Bear | 28.36 / -1.0% | HEAD 25% | TAIL 114% | B/ATR 0.4
2010-10-19 | Bull | 28.03 / 0.3% | HEAD 612% | TAIL 525% | B/ATR 0.1
2010-10-20 | Bear | 28.09 / -0.5% | HEAD 7% | TAIL 229% | B/ATR 0.2
2010-10-21 | Bear | 28.22 / -0.1% | HEAD 200% | TAIL 1000% | B/ATR 0.0
2010-10-22 | Bull | 28.66 / 1.6% | HEAD 11% | TAIL 9% | B/ATR 0.7
2010-10-25 | Bull | 28.98 / 0.3% | HEAD 262% | TAIL 100% | B/ATR 0.1
2010-10-26 | Bull | 28.88 / 0.6% | HEAD 18% | TAIL 241% | B/ATR 0.3
2010-10-27 | Bull | 29.44 / 2.8% | HEAD 5% | TAIL 15% | B/ATR 1.2
2010-10-28 | Bear | 29.24 / -0.1% | HEAD 850% | TAIL 1250% | B/ATR 0.0
2010-10-29 | Bull | 29.57 / 1.4% | HEAD 45% | TAIL 30% | B/ATR 0.6
2010-11-01 | Bear | 29.44 / -1.1% | HEAD 21% | TAIL 85% | B/ATR 0.5
2010-11-02 | Bear | 29.6 / -0.5% | HEAD 114% | TAIL 29% | B/ATR 0.2
2010-11-03 | Bull | 30.0 / 1.1% | HEAD 0% | TAIL 50% | B/ATR 0.5
2010-11-04 | Bull | 30.75 / 2.3% | HEAD 6% | TAIL 18% | B/ATR 1.0
2010-11-05 | Bull | 31.47 / 2.2% | HEAD 0% | TAIL 12% | B/ATR 1.0
2010-11-08 | Bull | 31.38 / 0.4% | HEAD 75% | TAIL 83% | B/ATR 0.2
2010-11-09 | Bear | 31.34 / -0.5% | HEAD 56% | TAIL 94% | B/ATR 0.2
2010-11-10 | Bull | 31.34 / 0.0% | HEAD 900% | TAIL 5700% | B/ATR 0.0
2010-11-11 | Bull | 30.8 / 2.2% | HEAD 20% | TAIL 38% | B/ATR 1.0
2010-11-12 | Bull | 30.95 / 0.6% | HEAD 239% | TAIL 111% | B/ATR 0.3
2010-11-15 | Bear | 30.85 / -0.4% | HEAD 200% | TAIL 17% | B/ATR 0.2
2010-11-16 | Bull | 30.57 / 0.4% | HEAD 242% | TAIL 67% | B/ATR 0.2
2010-11-17 | Bull | 30.91 / 1.7% | HEAD 26% | TAIL 12% | B/ATR 0.8
2010-11-18 | Bull | 31.48 / 0.9% | HEAD 10% | TAIL 34% | B/ATR 0.4
2010-11-19 | Bull | 31.94 / 1.4% | HEAD 2% | TAIL 12% | B/ATR 0.6
2010-11-22 | Bull | 32.24 / 1.2% | HEAD 5% | TAIL 33% | B/ATR 0.6
2010-11-23 | Bull | 31.98 / 0.2% | HEAD 342% | TAIL 86% | B/ATR 0.1
2010-11-24 | Bull | 32.55 / 1.4% | HEAD 2% | TAIL 13% | B/ATR 0.7
2010-11-26 | Bear | 32.2 / -0.2% | HEAD 408% | TAIL 0% | B/ATR 0.1
2010-11-29 | Bull | 32.2 / 1.2% | HEAD 35% | TAIL 0% | B/ATR 0.6
2010-11-30 | Bear | 31.8 / -0.4% | HEAD 75% | TAIL 133% | B/ATR 0.2
2010-12-01 | Bull | 32.58 / 0.5% | HEAD 225% | TAIL 44% | B/ATR 0.2
2010-12-02 | Bull | 32.85 / 0.8% | HEAD 4% | TAIL 15% | B/ATR 0.4
2010-12-03 | Bull | 32.82 / 0.4% | HEAD 133% | TAIL 158% | B/ATR 0.2
2010-12-06 | Bull | 32.95 / 0.1% | HEAD 300% | TAIL 1550% | B/ATR 0.0
2010-12-07 | Bull | 33.41 / 0.5% | HEAD 135% | TAIL 59% | B/ATR 0.3
2010-12-08 | Bull | 33.75 / 2.1% | HEAD 0% | TAIL 6% | B/ATR 1.1
2010-12-09 | Bear | 33.74 / -0.4% | HEAD 36% | TAIL 121% | B/ATR 0.2
2010-12-10 | Bear | 32.8 / -2.5% | HEAD 11% | TAIL 11% | B/ATR 1.3
2010-12-13 | Bear | 32.6 / -0.9% | HEAD 29% | TAIL 3% | B/ATR 0.5
2010-12-14 | Bull | 32.8 / 0.2% | HEAD 75% | TAIL 213% | B/ATR 0.1
2010-12-15 | Bear | 32.64 / -0.5% | HEAD 100% | TAIL 87% | B/ATR 0.2
2010-12-16 | Bear | 32.62 / -0.2% | HEAD 200% | TAIL 940% | B/ATR 0.1
2010-12-17 | Bear | 32.53 / -0.1% | HEAD 1433% | TAIL 167% | B/ATR 0.0
2010-12-20 | Bear | 32.33 / -1.0% | HEAD 12% | TAIL 37% | B/ATR 0.5
2010-12-21 | Bear | 32.44 / -0.2% | HEAD 200% | TAIL 75% | B/ATR 0.1
2010-12-22 | Bull | 32.47 / 0.5% | HEAD 44% | TAIL 113% | B/ATR 0.2
2010-12-23 | Bear | 32.36 / -0.3% | HEAD 56% | TAIL 256% | B/ATR 0.1
2010-12-27 | Bull | 32.38 / 0.5% | HEAD 37% | TAIL 137% | B/ATR 0.2
2010-12-28 | Bear | 32.24 / -0.8% | HEAD 0% | TAIL 63% | B/ATR 0.4
2010-12-29 | Bull | 32.51 / 0.5% | HEAD 60% | TAIL 147% | B/ATR 0.2
2010-12-30 | Bull | 32.5 / 0.1% | HEAD 275% | TAIL 525% | B/ATR 0.1
2010-12-31 | Bull | 32.5 / 0.0% | HEAD 1300% | TAIL 1700% | B/ATR 0.0
2011-01-03 | Bull | 32.73 / 0.1% | HEAD 650% | TAIL 925% | B/ATR 0.1
2011-01-04 | Bull | 32.67 / 0.0% | HEAD 1600% | TAIL 4100% | B/ATR 0.0
2011-01-05 | Bull | 32.8 / 0.7% | HEAD 26% | TAIL 139% | B/ATR 0.4
2011-01-06 | Bull | 33.25 / 1.3% | HEAD 21% | TAIL 21% | B/ATR 0.7
2011-01-07 | Bear | 33.22 / -0.3% | HEAD 150% | TAIL 350% | B/ATR 0.2
2011-01-10 | Bull | 33.38 / 1.2% | HEAD 31% | TAIL 14% | B/ATR 0.6
2011-01-11 | Bull | 33.5 / 0.1% | HEAD 360% | TAIL 300% | B/ATR 0.1
2011-01-12 | Bear | 33.66 / -0.1% | HEAD 225% | TAIL 775% | B/ATR 0.1
2011-01-13 | Bull | 33.48 / 0.4% | HEAD 29% | TAIL 258% | B/ATR 0.2
2011-01-14 | Bull | 34.04 / 1.4% | HEAD 2% | TAIL 30% | B/ATR 0.8
2011-01-18 | Bull | 34.8525 / 2.6% | HEAD 1% | TAIL 0% | B/ATR 1.4
2011-01-19 | Bear | 34.16 / -0.4% | HEAD 350% | TAIL 75% | B/ATR 0.2
2011-01-20 | Bear | 33.91 / -0.4% | HEAD 133% | TAIL 300% | B/ATR 0.2
2011-01-21 | Bear | 33.91 / -1.4% | HEAD 18% | TAIL 0% | B/ATR 0.8
2011-01-24 | Bull | 34.65 / 1.7% | HEAD 0% | TAIL 36% | B/ATR 0.9
2011-01-25 | Bear | 33.98 / -0.9% | HEAD 156% | TAIL 91% | B/ATR 0.5
2011-01-26 | Bull | 34.32 / 0.7% | HEAD 39% | TAIL 185% | B/ATR 0.4
2011-01-27 | Bull | 34.63 / 1.6% | HEAD 40% | TAIL 9% | B/ATR 0.9
2011-01-28 | Bear | 34.27 / -0.9% | HEAD 94% | TAIL 81% | B/ATR 0.5
2011-01-31 | Bear | 33.91 / -0.3% | HEAD 227% | TAIL 111% | B/ATR 0.2
2011-02-01 | Bull | 35.0 / 2.4% | HEAD 0% | TAIL 7% | B/ATR 1.3
2011-02-02 | Bull | 35.12 / 0.9% | HEAD 53% | TAIL 0% | B/ATR 0.5
2011-02-03 | Bear | 34.99 / -0.3% | HEAD 144% | TAIL 322% | B/ATR 0.1
2011-02-04 | Bull | 35.44 / 0.8% | HEAD 34% | TAIL 17% | B/ATR 0.5
2011-02-07 | Bear | 35.26 / -0.7% | HEAD 132% | TAIL 52% | B/ATR 0.4
2011-02-08 | Bear | 35.28 / -0.1% | HEAD 200% | TAIL 460% | B/ATR 0.1
2011-02-09 | Bull | 35.1 / 0.1% | HEAD 850% | TAIL 600% | B/ATR 0.0
2011-02-10 | Bull | 35.19 / 0.8% | HEAD 17% | TAIL 52% | B/ATR 0.5
2011-02-11 | Bull | 35.62 / 1.3% | HEAD 40% | TAIL 29% | B/ATR 0.7
2011-02-14 | Bull | 35.83 / 0.7% | HEAD 50% | TAIL 38% | B/ATR 0.4
2011-02-15 | Bull | 35.97 / 0.7% | HEAD 38% | TAIL 108% | B/ATR 0.4
2011-02-16 | Bull | 36.05 / 0.0% | HEAD 2500% | TAIL 2002% | B/ATR 0.0
2011-02-17 | Bull | 36.48 / 1.4% | HEAD 0% | TAIL 18% | B/ATR 0.8
2011-02-18 | Bear | 36.23 / -0.5% | HEAD 78% | TAIL 44% | B/ATR 0.3
2011-02-22 | Bear | 35.75 / -0.1% | HEAD 1100% | TAIL 625% | B/ATR 0.1
2011-02-23 | Bear | 35.4 / -1.1% | HEAD 0% | TAIL 124% | B/ATR 0.7
2011-02-24 | Bear | 35.43 / -0.2% | HEAD 533% | TAIL 833% | B/ATR 0.1
2011-02-25 | Bull | 35.62 / 0.1% | HEAD 360% | TAIL 340% | B/ATR 0.1
2011-02-28 | Bear | 35.61 / -0.5% | HEAD 63% | TAIL 279% | B/ATR 0.3
2011-03-01 | Bear | 35.0 / -2.3% | HEAD 9% | TAIL 7% | B/ATR 1.3
2011-03-02 | Bull | 36.14 / 2.2% | HEAD 53% | TAIL 6% | B/ATR 1.3
2011-03-03 | Bull | 36.56 / 0.8% | HEAD 52% | TAIL 53% | B/ATR 0.5
2011-03-04 | Bear | 36.27 / -0.7% | HEAD 4% | TAIL 96% | B/ATR 0.4
2011-03-07 | Bear | 35.48 / -2.5% | HEAD 21% | TAIL 35% | B/ATR 1.5
2011-03-08 | Bull | 35.86 / 0.6% | HEAD 62% | TAIL 190% | B/ATR 0.3
2011-03-09 | Bear | 34.74 / -1.6% | HEAD 25% | TAIL 55% | B/ATR 0.9
2011-03-10 | Bear | 34.25 / -0.3% | HEAD 340% | TAIL 220% | B/ATR 0.2
2011-03-11 | Bull | 34.39 / 0.9% | HEAD 172% | TAIL 16% | B/ATR 0.5
2011-03-14 | Bull | 34.56 / 0.5% | HEAD 112% | TAIL 75% | B/ATR 0.3
2011-03-15 | Bull | 33.9 / 1.5% | HEAD 44% | TAIL 130% | B/ATR 0.8
2011-03-16 | Bear | 32.79 / -3.0% | HEAD 1% | TAIL 46% | B/ATR 1.6
2011-03-17 | Bear | 33.07 / -0.2% | HEAD 600% | TAIL 350% | B/ATR 0.1
2011-03-18 | Bear | 33.36 / -0.2% | HEAD 188% | TAIL 325% | B/ATR 0.1
2011-03-21 | Bull | 33.68 / 0.2% | HEAD 733% | TAIL 350% | B/ATR 0.1
2011-03-22 | Bear | 33.64 / -0.4% | HEAD 114% | TAIL 136% | B/ATR 0.2
2011-03-23 | Bull | 34.21 / 1.5% | HEAD 12% | TAIL 43% | B/ATR 0.8
2011-03-24 | Bull | 34.86 / 1.2% | HEAD 20% | TAIL 54% | B/ATR 0.6
2011-03-25 | Bear | 34.64 / -0.3% | HEAD 150% | TAIL 17% | B/ATR 0.2
2011-03-28 | Bear | 34.49 / -0.3% | HEAD 283% | TAIL 67% | B/ATR 0.2
2011-03-29 | Bull | 34.96 / 2.3% | HEAD 0% | TAIL 20% | B/ATR 1.2
2011-03-30 | Bear | 34.74 / -1.0% | HEAD 43% | TAIL 89% | B/ATR 0.5
2011-03-31 | Bear | 34.56 / -0.5% | HEAD 88% | TAIL 113% | B/ATR 0.2
